"Main_business","Product_type","Product_name","Business_range","scrapy_time","code"
"工业车辆、装载机等产品的研发、生产和销售;配件服务、车辆租赁、再制造等工业车辆后市场业务","叉车及配件、装载机","叉车及配件    、装载机","叉车、装载机、工程机械、矿山起重运输机械及配件、铸锻件、热处理件制造及产品销售。金属材料、化工原料（不含危险品）、电子产品、电器机械、橡胶产品销售；机械行业科技咨询、信息服务；房屋、设备资产租赁。","2020-02-26 18:38:47","600761"
"医疗服务的投资","口腔、辅助生殖医疗","种植医疗服务    、正畸医疗服务    、修复医疗服务    、不孕不育诊疗    、辅助生殖","医疗器械、日用品、消毒用品的销售，投资管理，经营进出口业务，技术开发、技术咨询及技术服务，培训服务（不含办班培训）。","2020-02-26 18:38:51","600763"
"电子类产品、压载水电源的研制生产以及为相关电子设备提供试验检测服务。","特装电子产品、汽车电子产品、试验检测服务、压载水等特种电源、电动工具","特装电子产品    、汽车电子产品    、试验检测服务    、压载水等特种电源    、电动工具","技术开发、技术咨询、技术服务、技术转让;投资及投资管理;货物进出口、技术进出口、代理进出口;销售电子及材料、电子元器件、仪器仪表和整机产品、电子应用产品和应用系统、电子专用设备、通信设备;承接电子应用系统工程、通讯工程;制造电子及材料、电子元器件、仪器仪表和整机产品、电子应用产品和应用系统、电子专用设备、通信设备。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)","2020-02-26 18:38:54","600764"
"托管乳山市金海矿业、本溪小套峪矿业及威海金滩矿业相关矿山","电缆、煤炭、租赁业务、托管服务","电缆    、煤炭    、租赁业务    、托管服务","房地产开发及经营、物业管理，工程承包及建筑装饰（以上业务凭资质证书经营）；建筑装饰材料、钢材、木材、机电设备、黄金及矿产品销售；房屋租赁；在法律、法规规定的范围内对外投资。室内外装饰装修设计及施工、煤炭销售、货物及技术的进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 18:38:59","600766"
"锻铸件、液压件、散热器及清洁能源业务","锻铸、 高端液压集成","飞机机身机翼结构锻件    、飞机机身机翼中小型锻件    、航空发动机盘类和环形锻件    、航空发动机盘类中小型锻件    、航天发动机环锻件    、航天发动机环中小型锻件    、汽轮机大叶片    、核电叶片    、高铁配件    、矿山刮板    、汽车曲轴    、罗罗公司发动机锻件    、IHI公司发动机锻件    、ITP公司发动机锻件    、波音公司飞机锻件    、空客公司飞机锻件    、液压铸件    、叉车零部件    、管道阀门    、液压泵/马达    、液压系统集成    、热交换器","法律、法规、国务院决定规定禁止的不得经营；法律、法规、国务院决定规定应当许可（审批）的，经审批机关批准后凭许可（审批）文件经营；法律、法规、国务院决定规定无需许可（审批）的，市场主体自主选择经营。（股权投资及经营管理；军民共用液压件、液压系统、锻件、铸件、换热器、飞机及航空发动机附件，汽车零备件的研制、开发、制造、修理及销售；经营本企业自产机电产品、成套设备及相关技术的出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、备品备件、零配件及技术的进口业务；开展本企业进料加工和“三来一补”业务。液压、锻件、铸件、换热器技术开发、转让和咨询服务；物流；机械冷热加工、修理修配服务。）","2020-02-26 18:39:00","600765"
"有色金属复合材料、新型合金材料、铝及铝合金板、带、箔及制品、铝型材产品的制造、生产。","铝材、仓储及其他业务","铝板材    、铝型材    、仓储","汽车修理（限分支机构经营），煤炭批发（在许可证件有效期内经营）。有色金属复合材料、新型合金材料、铝及铝合金板、带、箔及制品、铝型材产品的制造、加工；塑料制品及汽车配件加工（以上限分公司经营）；机电设备、装卸机械、车辆配件、纺织原料、五金交电、建筑材料、金属材料、化工原料、橡胶制品、木材、日用品、针纺织品的批发、零售；起重安装；装卸搬运；仓储；货物堆场租赁；停车场；房地产开发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）公司主要产品为铝板材、铝型材。","2020-02-26 18:39:02","600768"
"城市基础设施开发及配套服务。","房地产及其相关行业、医疗信息行业","房屋销售    、房屋租赁    、医疗信息行业-软件    、医疗信息行业-售后及维护    、医疗信息行业-硬件","从事医疗科技领域内的科技技术开发、技术咨询、技术服务、技术转让，医疗器械经营，投资咨询和投资管理，医疗行业计算机软硬件的技术开发、项目投资管理，实业投资管理，企业管理咨询。","2020-02-26 18:39:06","600767"
"供水和建筑安装","供水、建筑工程安装","供水    、建筑工程安装","发电、供电、供热；发电设备及配件、仪器仪表销售、安装、维修；本公司电厂废次资源的综合利用；供发电技术、化工原料和精细化工产品技术开发、成果转让、咨询、人才培训、技术服务；自营和代理各类商品和技术的进出口（但国家限定公司经营或禁止进出口的商品和技术除外）；建筑材料、机械电器产品、石油制品（不含成品油）、汽车配件销售；化工产品的生产；蓄电池用PVC烧结隔板制造；承接高、低压电气设备及线路安装、调试、检修；金属结构加工；化工机械工程安装；防腐油漆及涂料的喷刷；硬质PVC设备制作、安装；槽车出租。","2020-02-26 18:39:12","600769"
"集成电路设计及应用产品开发、服装、电子信息服务等；新能源、太阳能电池、组件及应用产品的开发、销售、服务","制造业、光伏电站、互联网信息技术服务业、股权投资、","芯片设计及应用    、太阳能电站    、计算机信息技术服务    、手机游戏    、互联网彩票    、太阳能电池组件","新能源、太阳能电池、组件及应用产品的开发、销售、服务；集成电路设计及应用产品开发，计算机软件开发、销售、服务，计算机及外围设备研制、生产、销售、服务；电子商务信息咨询服务；计算机系统集成，新材料、新型电子元器件研制、生产、销售；科技投资、咨询、管理及服务，服装、针纺织品制造、销售；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","2020-02-26 18:39:16","600770"
"中药产品的生产、销售","中药产品","龟龄集    、定坤丹大蜜丸    、定坤丹水蜜丸    、定坤丹口服液    、安宫牛黄丸    、牛黄清心丸    、加味龟龄集酒    、龟龄集酒","中药原料药、西药原料药、片剂、硬胶囊剂、软胶囊剂、颗粒剂、注射剂、大输液、口服液的生产、销售、研究；自营和代理各类商品和技术的进出口。","2020-02-26 18:39:21","600771"
"房地产开发","房地产","富友嘉园    、和源福邸    、和源企业广场    、和源祥邸    、临汾名城    、和源名城一期    、和源馨苑    、和源名城二期    、佘山和园    、永盛苑    、和源名邸    、海宸尊域一期    、商品销售    、客房餐饮","对矿业、金融、实业的投资（不具体从事以上经营项目）；建材销售；建筑工程咨询；百货的销售（包括日用百货、服装服饰、皮革制品、鞋帽、洗涤用品、化妆品、护肤用品、摄影器材、玩具、音响设备及器材）；预包装食品、金银珠宝、家具、烟、酒的销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】","2020-02-26 18:39:24","600773"
"零售、会展、商业地产","商品销售、展览业、酒店业、物业管理、门面租金","商品销售    、展览业    、酒店业    、物业管理    、门面租金","百货、针纺织品、五金交电、劳保用品、化工原料（不含危险化学品）、通讯器材（不含无线电发射装置）、建筑装饰材料、工艺美术品、日用杂品、家俱、照相器材、照相感光材料、婚纱、礼服零售批发；办公用品、电子产品、展览道具销售；金银首饰、玉器零售；家电维修服务；儿童游乐及电秤服务；摄影；企业信息咨询服务；广告设计、制作、发布；服装加工；进出口贸易；技术进出口、货物进出口、代理进出口业务（不含国家禁止或限制进出口的货物或技术）；游泳健身、保龄球、攀登、射击；展览、展示；数码冲印；物业管理；公司自有产权闲置房屋的出租与销售；停车场业务；汽车及零配件销售。散装食品、预包装食品批发兼零售；普通货运（有效期与许可证件核定的期限一致）；其他食品、副食品、图书报刊零售批发；副食品加工；住宿、饮食服务；数码影像制作；婚纱、礼服、饰品租赁及婚庆礼仪服务（仅供持证的分支机构经营）；卷烟、雪茄烟零售；酒类零售。（依法须经审批的项目，经相关部门审批后方可开展经营活动）","2020-02-26 18:39:26","600774"
"电子装备、消费电子产品的研发、生产和销售以及电子制造服务。","电子制造产品、电子装备产品、消费电子产品","电子制造产品    、电子装备产品    、消费电子产品","开发、制造、销售无线广播电视发射设备，并从事上述经营业务的售后、技术服务等业务；开发、制造、销售通信设备、计算机及其他电子设备；仪器仪表及文化、办公用机械；电气机械及器材；塑料制品；风机、衡器、包装设备等通用设备；化工、木材、非金属加工专用设备；输配电及控制设备；环保、社会公共安全及其他设备；金融、税控设备；电源产品；模具；计算机服务业、软件业、系统集成；物业管理；并从事上述经营业务的售后、技术服务等业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","2020-02-26 18:39:31","600775"
"通信和金融电子网络业务","企业网、信息安全、智能自助设备、信息通信技术服务、信息通信技术运营","企业网    、信息安全    、智能自助设备    、信息通信技术服务    、信息通信技术运营","开展对外承包工程业务（范围详见《中华人民共和国商务部（批件）》）。移动通信，程控交换，光电传输，激光照排设备、电子自助服务设备、自动售检票设备、自动售货机、自动柜员机、银行自助服务终端设备、电子支付终端设备、集成电路读写设备及其配套产品以及计算机软件系统和通信网络终端产品的研制、开发、制造、销售，代理与服务，计算机及其配件、金融机具设备及配件的维修、维护、租赁，安全技术防范工程设计、施工、维修；接受金融机构委托从事金融信息技术外包、金融业务流程外包及金融知识流程外包；通信系统工程的设计、集成、施工、技术咨询与培训，经济信息咨询，经营本企业自产机电产品、成套设备及相关技术的出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、备品备件、零配件及技术的进口业务）（国家实行核定经营的14种进口商品除外），开展本企业“三来一补”业务（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 18:39:37","600776"
"石油及天然气的勘探开采及销售","原油、天然气","原油    、天然气","石油及天然气勘探、开采、销售；石油及天然气勘探开采技术咨询及工程服务；石油及天然气相关专业设备的研发、生产及销售；能源产业开发、经营；新能源产品技术研发、生产、销售；矿产资源的开发投资；矿产品加工、销售；同轴及数据电缆、宽带网络产品的生产、销售；进出口业务；在法律、法规规定的范围内对外投资及管理、咨询；金银制品、化工产品（危险和监控化学品、民用爆炸物品、易制毒化学品除外）、金属材料、建筑装饰材料、农产品、电子产品、矿产品、纺织品、机械设备、仪器仪表、燃料油、煤炭的销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。","2020-02-26 18:39:43","600777"
"商业零售业务,经营业态包括百货商场、购物中心、大型综合超市、标准超市、超市便利店等。","商业零售业务","百货零售    、超市零售    、电器零售","食盐、瓶装酒、保健食品和其他预包装食品、乳制品(含婴幼儿配方乳粉)；散装食品的零售；肉食分割；药品零售；卷烟零售；图书、报刊、杂志零售；音像制品零售；二、三类医疗器械的销售；餐饮；住宿(上述经营范围限所属分支机构经营，具体经营项目以所属分支机构的许可证核定为准)；普通货物运输；面食制品、丸子、面包、冰淇淋、(寿司)卤制品的现场制售(限所属分支机构经营)；儿童电子娱乐（限所属分支机构经营）；其他商业或服务的综合性经营及进出口业务(国家法律法规另有规定的除外)；仓储服务；搬运装卸服务；首饰加工、维修；电子商务服务；停车场服务；洗车服务；汽车装饰装潢；旅游开发；蔬菜、园艺作物、谷物的种植；水产品养殖；航空机票销售代理；房屋场地租赁；日用百货的销售；物业管理；会展服务；广告制作、设计、服务；农业种植；畜牧业养殖及农畜产品的销售；餐饮管理；群众文化艺术活动的策划、组织，歌舞表演。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 18:39:44","600778"
"生产销售酒类产品","白酒","水井坊元明清    、水井坊菁翠    、水井坊典藏大师版    、水井坊井台    、水井坊臻酿八号    、水井坊鸿运    、水井坊梅兰竹菊    、小水井    、天号陈","生产销售酒；进口本企业生产、科研所需原材料、机械设备、仪器、仪表及零配件；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国家限定公司经营和国家禁止进出口的商品及技术除外)；经营进料加工和“三来一补”业务。生产销售生物材料及制品(国家限制产品除外)；包装材料、设备；工程设计、制造、科技开发、咨询服务；(依法须经批准的项目，经相关部门批准后方可开展经营活动)。","2020-02-26 18:39:49","600779"
"火力发电、配电业务及燃气业务等。","电力、热力","电力    、热力","火力发电、配电业务、燃气业务等。","2020-02-26 18:39:53","600780"
"中厚板、薄板、线材、棒材、金属制品的生产与销售","工商业、建筑业、运输修理","中板    、线材    、螺纹钢及元钢    、钢坯    、电工钢板    、厚板    、热轧卷板    、冷轧卷板    、金属制品    、焦化产品    、运输修理    、建筑安装","黑色金属冶炼和锻压加工、销售；金属制品加工、销售；电缆电线制造、销售；压缩气体、易燃气体、易燃液体（凭有效许可证经营，有效期至2018年1月14日）；化学原料及化学制品销售（不含危险化学品和易制毒化学品）；蒽油、萘、沥青、粗苯、氧气、氮气、氩气、液氧、液氩、液氮、洗油、脱酚油、煤焦油（凭有效许可证经营，有效期至2018年1月14日）；通用设备制造、安装维修、销售；压力容器制造；工业油品检测、起重机械安装维修；道路普通货物运输；仓储（不含危险品）及租赁服务；货物进出口（凭进出口备案登记证经营）；计算机、通信和其他电子设备制造和维修；仪器仪表制造和维修；软件和信息技术服务；技术咨询服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 18:39:55","600782"
"创业投资业务、磨料磨具业务","非金属矿物制品、投资管理","磨料磨具    、投资管理","创业投资、投资管理及咨询；磨料磨具、涂附磨具、卫生洁具、工业用纸、硅碳棒、耐火材料及制品的生产、销售；建筑材料、钢材、五金交电、百货、机电产品的销售；机电产品安装、维修（不含电梯）；矿山及化工机械制造、销售；技术开发及咨询服务。","2020-02-26 18:40:01","600783"
"粉末冶金及制品、房地产、商贸、矿业开采、羊绒纺织、金融及文化产业等。","粉末及制品、房地产、贸易","粉末及制品    、房地产    、贸易","股权投资、经营与管理；投资高新材料、生物医药、网络技术等高科技产业；高科技项目的开发、转让；机械、电子设备的销售；批准范围内的进出口业务；热轧带钢产品的生产、销售；羊绒制品的生产销售。","2020-02-26 18:40:06","600784"
"百货的零售与批发。","商品零售、租赁业务","商品零售    、租赁业务","百货，文化用品、体育用品及各类办公用品的批发与零售、化妆品及洗涤用品的批发与零售，服装鞋帽，针纺织品，五金交电、电脑耗材及各类办公耗材的批发与零售、烟的零售，酒、副食品的批发与零售，家具，金银首饰，钟表，工艺品的销售，各类劳保用品的批发与零售，加工业，冷饮，儿童游艺，场地租赁，自营和代理各类商品及技术的进出口业务，但国家限定公司经营或禁止进出口的商品及技术除外（不另附进出口商品目录）；代理、设计、制作、发布户外广告业务；经营进料加工和“三来一补”业务；经营对销贸易和转口贸易、家电维修。互联网销售；计算机软、硬件、电工电料、灯具及饰品、卫生洁具、陶瓷制品、皮革制品、橡塑制品、健身器材、照相器材、音响设备、酒店用品、厨房用品、电子产品、水产品、粮油制品、土特产、饮料、保健用品、日用农副产品的销售及批发；I类、II类医疗器材的销售；家用、商用电器、通信产品的批发及零售；电器安装及维修；停车场经营管理、物业管理。设备、场地、房屋租赁及维修服务；货运代理；道路普通货物运输；货物仓储；移动代办业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","2020-02-26 18:40:10","600785"
"医药产品的研发、生产和销售","医药产品","抗生素原料药    、半合成抗生素原料药    、制剂药品    、兽用抗生素","许可范围的化学原料药及制剂、医药生产用化工原料、辅料及中间体、兽用药加工、制造；饲料添加剂生产、销售；医药包装品(不含印刷品)、食品添加剂(纳他霉素)的制造、加工、销售；医药化工设备制作、安装；医药工程设计；技术开发、咨询、服务。","2020-02-26 18:40:21","600789"
"纺织品市场租赁及配套服务","市场租赁、仓储租赁","市场租赁    、仓储租赁","运输服务（限分支机构经营）。市场开发建设，市场租赁，市场物业管理，劳动服务，纺织原料、化工原料及产品（不含危险品及易制毒化学品）、建筑材料、装潢材料、金属材料、木材、矿产品、机械电子产品、工艺美术品、电器元件、机电设备、针纺织品、服装、日用百货、五金交电、文化体育用品的销售，室内外装潢，咨询服务，纺织品生产，以下限分支机构经营：仓储（不含危险品）、停车服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。本公司及子公司主要从事纺织品市场租赁及配套服务。","2020-02-26 18:40:23","600790"
"房地产开发与经营","房地产开发","京能·四合上院    、京能·天下川    、京能·海语城    、天津武清商务区新安路项目","房地产开发;房地产信息咨询、房屋代理销售、租赁;投资顾问;高科技项目投资.","2020-02-26 18:40:26","600791"
"生产销售新闻纸、文化纸、食品包装原纸","食品包装原纸","食品包装原纸","机制纸、造纸原料、建筑材料、机电产品、汽车润滑油、造纸机械制造、造纸经济技术开发、五金交电、日用百货、汽车配件；货物运输；汽车修理（限取得许可证的分支机构经营）；轻工机械设备制造、安装、检修；低压容器、小水电设备安装；经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务，但国家限定公司经营或禁止进出口的商品及技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营）","2020-02-26 18:40:31","600793"
"焦炭和煤化工副产品的生产与销售","煤焦化","焦炭    、煤气    、煤化工产品    、原煤    、机械产品    、轧辊    、耐磨产品","焦炭、煤气、蒸汽、煤焦化工副产品的生产及销售（生产限分公司）；煤炭经营；矿产品、建筑材料、化工产品及原料（不含管理商品）的批发、零售、代购代销；燃气工程建筑施工，房屋建筑工程施工，市政公用工程施工；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进出口业务；企业管理；技术咨询服务。（国家限定公司经营和国家禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 18:40:33","600792"
"液体化工品的码头装卸及保税仓储业务","码头装卸及保税仓储业务","码头仓储(液化)    、仓储(固体)    、运输    、化工品贸易    、代理","生物高新技术应用、开发；高新技术及电子商务、网络应用开发；港口码头、保税物流项目的投资；其他实业投资。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 18:40:37","600794"
"电力生产、热力生产、化工产品生产。","电力产品、热力产品、化工产品、煤炭产品","电力产品    、热力产品    、化工产品    、煤炭产品","电力、热力生产、销售；电网经营；新能源项目、高新技术、环保产业的开发与应用；信息咨询；电力技术开发咨询、技术服务；写字楼及场地出租（以下限分支机构）发、输、变电设备检修、维护；通讯业务；水处理及销售。","2020-02-26 18:40:38","600795"
"从事以植物生长调节剂、杀虫剂、杀菌剂为主的生物农药产品，兽药原料药及制剂产品和医药中间体产品，以及热电联产蒸汽的研发、生产和销售。","生物制品业、热电行业","农药    、兽药    、化合物T    、蒸汽    、电力","兽药生产业务，饲料添加剂的生产与销售，生物农药、酶制剂、赤霉素、柠檬酸的制造、销售及技术服务，化工原料（不含危险品及易制毒化学品）的生产与销售；经营本企业或本企业成员企业自产产品及相关技术的出口业务，经营本企业或本企业成员企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务；经营本企业或本企业成员企业的进料加工和“三来一补”业务，经济信息咨询，供热服务。","2020-02-26 18:40:43","600796"
"网络设备与终端、软件外包与服务","智慧城市、智慧商务、智慧生活、智慧云服务","智慧城市    、智慧商务    、智慧生活    、智慧云服务","计算机及网络系统、计算机系统集成，电子工程的研究开发、咨询服务及产品的制造、销售；网络教育的投资开发；生物制药的投资开发；高新技术产业投资开发；经营进出口业务；承接环境保护工程，自有房屋租赁。","2020-02-26 18:40:45","600797"
"沿海、内河(长江)货物运输、国际远洋运输和交通基础设施、交通附设服务设施的投资。","水路货物运输业务、收费公路运营业务","水路货物运输业务    、收费公路运营业务","国内沿海及长江中下游普通货船、成品油船运输；国际船舶普通货物运输；沿海液化气体船、普通货船海务、机务管理和安全与防污染管理；货物中转、联运、仓储，揽货、订舱、租船；国内水路货物运输代理；交通基础设施、交通附设服务设施的投资；自营和代理货物和技术的进出口，但国家限定经营或禁止进出口的货物和技术除外；代理海船船员办理申请培训、考试、申领证书（海员证和外国船员证书除外）等有关手续，代理船员用人单位管理海船船员事务，为国内航行海船提供配员等相关活动。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","2020-02-26 18:40:51","600798"
"水泥的生产及销售","水泥、混凝土、骨料","32.5等级水泥    、42.5等级及以上水泥    、商品熟料    、混凝土    、骨料","水泥、商品混凝土及其他建材制品、包装制品制造、销售;水泥技术服务;建筑设计、施工;设备制造、销售、安装、维修;水泥、熟料及与水泥相关产品的货物运输;水泥、熟料及与水泥相关产品的仓储;经营石灰石、煤炭、水泥生产所用的工业废渣;经营机电设备及其备配件;经营生产所需的辅助材料;出口本公司产品及设备,进口本公司生产所需辅助材料,设备及零配件;承包境外建材行业工程及境内国际招标工程;上述境外工程所需的设备、材料出口;对外派遣实施上述境外工程所需的劳务人员(涉及许可证经营的凭许可证经营).","2020-02-26 18:40:56","600801"
"数据卡产品、印刷产品、智能卡应用系统及配套机具","磁卡、印刷、公交机具","磁卡    、印刷    、公交机具","软件系统设计、网络集成技术及高科技产品的开发；数据卡及其专用读写机具、银行机具的开发与制造；出版物印刷、包装装潢印刷品印刷、其他印刷品印刷；水性荧光墨的制造、加工和销售；纸、纸制品及相关产品的制造、加工和销售；林木及相关产品研究、种植、开发和销售；造纸网及其他过滤用网和线材相关产品的制造、开发和销售；日用电子器具制造；税控收款机产品的开发、设计、制造或生产、销售和服务；数据卡的技术咨询、服务；经营本企业自产产品及技术出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、备品备件、零配件及技术的进口业务；承办中外合资经营、合作生产及开展“三来一补”业务；房地产开发及商品房销售；自有房屋的租赁业务；开展对外经济技术合作业务【以（1999）外经贸政审函字第1563号为准】；汽车货运（危险品运输除外）；承包境外数据卡行业工程境内国际招标工程；上述境外工程所需的设备、材料出口；对外派遣实施上述境外工程所需的劳务人员。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 18:41:01","600800"
"水泥及水泥熟料的生产和销售","水泥、熟料","水泥    、熟料","石灰石开采；建材销售；煤炭经营；对住宿业、餐饮业、旅游业、房地产业的投资；物业管理；对外贸易；建筑材料制作及技术服务、货车维修、宾馆、中型餐馆；中餐类制售（仅限分支机构经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","2020-02-26 18:41:03","600802"
"煤炭的开采与洗选，甲醇、二甲醚等能源化工产品以及液化天然气的生产与销售，农兽药原料药及制剂的研发、生产与销售以及能源工程的设计与施工。","能源工程、煤炭、能源化工、LNG、生物制药","能源工程    、煤炭    、甲醇    、二甲醚    、LNG    、农药    、兽药","以天然气为主的清洁能源项目建设、清洁能源管理服务，天然气清洁能源技术研发、技术咨询、技术服务、技术转让，企业管理咨询，商务咨询服务（证券、投资、期货、教育、培训除外）。","2020-02-26 18:41:09","600803"
"汽车相关、智能制造和其他业务","公路收费、棉纱、坯布、床上用品、农业装备、专用车","公路收费    、棉纱    、坯布    、床上用品    、农业装备    、专用车","实业投资、资产管理、财务顾问、社会经济咨询服务，机械设备、纺织品的技术开发、技术转让、技术服务、技术咨询，国内贸易（国家禁止或限制经营的项目除外；国家有专项规定的，取得相应许可后经营）。","2020-02-26 18:41:15","600805"
"互联网业务、安防监控、广告传媒和投资业务","互联网业务","互联网接入    、互联网增值","计算机软件、通信产品的开发、生产和销售；计算机系统集成工程、技术咨询、技术服务；机电设备、仪器仪表的生产、销售；实业投资，国内商业贸易（除国家专营、专卖、专控商品）；电子出版物批发、零售；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。安全技术防范工程设计、施工；建筑智能化工程施工、电子工程施工；电子计算机整机制造，电子计算机外部设备制造，计算机及其辅助设备出租；因特网接入服务业务，信息服务业务；国内因特网虚拟专用网业务、因特网数据中心业务；移动通信转售业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","2020-02-26 18:41:19","600804"
"钢铁产品的及其副产品的生产和销售","钢材","长材    、板材    、轮轴","黑色金属冶炼及其压延加工、焦炭及煤焦化产品、耐火材料、动力、气体生产及销售；码头、仓储、运输、贸易等钢铁相关的业务；钢铁产品的延伸加工、金属制品生产及销售；钢结构、设备制造及安装，汽车修理及废汽车回收拆解（仅限于本公司废汽车回收）；房屋和土木工程建筑，建筑安装，建筑装饰（凭资质证书开展经营活动）；技术、咨询及劳务服务。","2020-02-26 18:41:25","600808"
"房地产和矿业","商品住宅","商品住宅","纺织、服装、鞋帽及日用品、五金交电化工（不含化学危险品）、建筑及装饰材料、日用杂货（不含烟花爆竹）、家具、摩托车、钢材、商品房、汽车（不含小轿车）、文化体育用品及器材、电子产品、通信设备（不含无线电发射器材）的销售；房屋、柜台出租；工艺美术品（含金银饰品零售、翻新）；仓储（不含危险化学品）；装饰装修、物业管理（须凭资质证书经营）；企业管理服务；电子信息技术的开发、服务及培训；房地产开发、销售（凭资质证书经营）；矿业投资；矿产品开采的技术开发、技术咨询及技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","2020-02-26 18:41:31","600807"
"生产、销售工业丝、帘子布、切片","尼龙66工业丝、帘子布、切片","尼龙66工业丝    、帘子布    、切片","帘子布、工业用布、化学纤维及制品的制造、加工、销售；帘子布原辅材料、纺织机械的经销；经营自产产品及相关技术的进出口业务；己二胺、环己烷、环己烯、液氧、硝酸、己二酸、尼龙66切片的生产、采购及销售；一氧化二氮的生产及销售；无储存经营：苯、粗苯、重质苯、氢气、液氮、液氨、己二腈、环己酮、发烟硫酸、间苯二酚；尼龙6切片的采购和销售；房屋租赁。（依法须经批的项目，经相关部门批准后方可开展经营活动）","2020-02-26 18:41:35","600810"
"生产及销售汾酒、竹叶青酒及其系列酒并提供广告服务。","汾酒","名酒系列    、杏花村系列    、葡萄酒系列    、广告代理    、竹叶青酒    、白玉汾酒    、玫瑰汾酒","汾酒、竹叶青酒及其系列酒的生产、销售。酒类高新技术及产品研究、开发、生产、应用；投资办企业及相关咨询服务；副产品酒糟、生产用原辅材料和包装材料等的销售；道路普通货物运输。","2020-02-26 18:41:37","600809"
"粮食购销与加工；商业银行；港口交通。","粮油购销、土地及房地产开发","粮油购销    、土地及房地产开发","粮食购销与加工；商业银行；证券公司；港口交通。","2020-02-26 18:41:45","600811"
"装载机、挖掘机、叉车、路面机械及小型机械等工程机械及配件的生产、销售","工程机械产品、商业贸易产品","土石方机械    、隧道掘进机械    、配件    、其他工程机械","1、工程机械产品及其配件制造、加工；2、经营本企业自产产品出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务（不另附进出口商品目录），但国家限定公司经营或禁止进出口的商品及技术除外；3、房地产开发与经营；4、销售工程机械用润滑油；5、工程机械产品租赁；6、销售制动液、防冻液（不含危险化学品及监控化学品）。","2020-02-26 18:41:51","600815"
"百货零售","商贸服务","商品销售    、客房    、餐饮    、广告","公司许可经营项目:食品的销售(凭许可证经营),百货、针纺织品、日用杂货、家具、工艺美术品、建筑装饰材料、五金交电、化工原料及产品(不含危险品)、普通机械、电器机械及器材、金属材料、通信(含无线)设备、汽车配件、电子计算机及配件、副食品、花卉的销售;金银饰品、烟、消防器材、书刊、特种劳保用品、字画的零售;自行车出租、彩照扩印,礼仪服务、公共关系策划、培训,日用品修理,经营进出口业务(范围按经贸部1995外经贸正审出字第405号文件规定执行);物业管理服务;含下属分支机构的经营范围。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","2020-02-26 18:41:53","600814"
"自有房屋租赁业务和汽车内饰业务","房产租赁服务、设备销售、建筑服务","房产租赁服务    、设备销售    、建筑服务","一般经营项目：实业投资(仅限以自有资产投资),国内贸易(除专项规定),电脑及高科技产品和销售，软件的开发、销售，半导体集成电路的产品开发、设计、制造及相关系统产品和系统集成、销售及技术咨询服务，新型材料(除专项规定)的生产销售，自营和代理各类商品及技术的进出口业务(不另附进出口商品目录),但国家规定公司经营和国家禁止进出口的商品及技术除外，经营进料加工的“三来一补”业务，开展对销贸易和转口贸易，仓储，物业管理，机电产品，自有房屋的出售和租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。","2020-02-26 18:41:57","600817"
