股票代码,产品类型
600744,电力销售
600744,商品流通
600744,煤炭开采
600744,科技信息
600744,房地产
600743,房地产
600743,酒店
600745,房地产
600745,通讯制造
600746,ADC发泡剂
600746,漂粉精产品
600747,电子产品
600747,塑料品及模具
600747,大宗贸易商品
600748,房地产销售
600748,房地产租赁
600748,物业管理服务
600748,工程项目
600749,旅游景区资源的开发与运营
600749,旅游服务
600749,传媒文化
600750,非处方药类
600750,保健食品
600753,精煤
600753,焦炭及附属品
600753,钢材
600753,润滑油
600751,电子产品分销
600751,商品贸易
600751,船舶贸易
600754,有限服务型酒店营运及管理业务
600754,食品及餐饮业务
600755,供应链管理业务
600755,房地产经营业务
600755,金融服务业务
600757,出版业务
600757,发行业务
600757,印刷业务
600757,物资贸易业务
600756,软件及系统集成
600756,租赁
600758,煤炭
600758,发电业务
600758,供暖业务
600758,蒸汽业务
600758,供暖工程
600759,油气
600759,运输服务
600759,租赁
600759,服务
600759,管理咨询及其他
600759,一级土地开发
600760,航空产品
600761,叉车及配件
600761,装载机
600763,口腔
600763,辅助生殖医疗
600764,特装电子产品
600764,汽车电子产品
600764,试验检测服务
600764,压载水等特种电源
600764,电动工具
600766,电缆
600766,煤炭
600766,租赁业务
600766,托管服务
600765,锻铸
600765,高端液压集成
600768,铝材
600768,仓储及其他业务
600767,房地产及其相关行业
600767,医疗信息行业
600769,供水
600769,建筑工程安装
600770,制造业
600770,光伏电站
600770,互联网信息技术服务业
600770,股权投资
600771,中药产品
600773,房地产
600774,商品销售
600774,展览业
600774,酒店业
600774,物业管理
600774,门面租金
600775,电子制造产品
600775,电子装备产品
600775,消费电子产品
600776,企业网
600776,信息安全
600776,智能自助设备
600776,信息通信技术服务
600776,信息通信技术运营
600777,原油
600777,天然气
600778,商业零售业务
600779,白酒
600780,电力
600780,热力
600782,工商业
600782,建筑业
600782,运输修理
600783,非金属矿物制品
600783,投资管理
600784,粉末及制品
600784,房地产
600784,贸易
600785,商品零售
600785,租赁业务
600789,医药产品
600790,市场租赁
600790,仓储租赁
600791,房地产开发
600793,食品包装原纸
600792,煤焦化
600794,码头装卸及保税仓储业务
600795,电力产品
600795,热力产品
600795,化工产品
600795,煤炭产品
600796,生物制品业
600796,热电行业
600797,智慧城市
600797,智慧商务
600797,智慧生活
600797,智慧云服务
600798,水路货物运输业务
600798,收费公路运营业务
600801,水泥
600801,混凝土
600801,骨料
600800,磁卡
600800,印刷
600800,公交机具
600802,水泥
600802,熟料
600803,能源工程
600803,煤炭
600803,能源化工
600803,LNG
600803,生物制药
600805,公路收费
600805,棉纱
600805,坯布
600805,床上用品
600805,农业装备
600805,专用车
600804,互联网业务
600808,钢材
600807,商品住宅
600810,尼龙66工业丝
600810,帘子布
600810,切片
600809,汾酒
600811,粮油购销
600811,土地及房地产开发
600815,工程机械产品
600815,商业贸易产品
600814,商贸服务
600817,房产租赁服务
600817,设备销售
600817,建筑服务
600816,资金存贷款
600816,投资业务
600816,信托业务
600818,车业
600818,康体产业
600818,租赁车业
600818,网络技术服务
600819,玻璃
600821,商品销售
600822,金属
600822,汽车
600820,施工
600820,设计服务
600820,运营
600820,机械加工及制造
600820,房地产
600820,材料销售
600820,租赁
600823,住宅销售
600823,商业地产销售
600823,房地产租赁
600823,电影院业务
600823,酒店服务
600823,物业管理
600824,商业
600824,旅游饮食服务业
600824,租赁业
600824,电商业
600825,图书
600825,音像制品
600825,文教用品
600825,广告报刊
600826,机电机械产品
600826,纺织原料及制品
600826,钢铁制品
600826,鞋类产品
600826,塑料制品
600826,电器
600826,五金
600826,日用品
600826,箱包
600826,旅游用品
600826,体育用品
600826,玩具
600828,商业零售
600828,部分物业租赁
600828,酒店业务
600827,综合百货
600827,购物中心
600827,奥特莱斯
600827,标准超市
600827,便利店
600827,大卖场
600827,专业专卖
600830,典当
600830,担保
600830,融资租赁
600830,财富管理
600830,贸易
600829,医疗分销
600829,商业调拨
600829,中成药
600829,西成药
600829,保健品
600829,中药饮片
600829,日用品
600829,医疗器械
600829,计生用品
600831,有线电视
600831,商品销售
600831,广告代理
600833,医药零售
600833,医药批发
600834,轨道交通
600834,融资租赁
600836,彩印塑印
600836,纸制品
600836,PS版
600836,印刷制版
600835,电梯
600835,印刷包装
600835,液压机器
600835,焊材
600835,能源工程
600838,工业
600838,商业
600837,证券经纪
600837,投资
600837,资产管理
600839,家电
600839,中间产品
600839,运输
600839,房地产
600843,缝制设备
600843,物流服务
600843,办公机械
600843,影像材料
600843,出口贸易
600841,柴油机
600841,配件
600844,乙二醇
600844,草酸
600844,催化剂
600845,软件开发及工程服务
600845,服务外包
600845,系统集成
600846,工程建设及监理咨询
600846,房地产业
600846,环境保护行业
600846,科技园开发管理
600847,铅酸蓄电池
600848,房地产行业
600850,软件及信息技术
600853,建造工程项目
600853,公路收费项目
600853,设计咨询项目
600851,纺织业
600851,医药流通
600851,医药制造
600855,安保科技
600855,医疗器械
600855,电子信息
600854,空调
600854,房地产
600856,天然气销售
600856,天然气设备制造
600856,油品销售
600856,石油天然气开采
600857,商业零售
600859,商品零售
600859,商业物业出租
600858,百货商场
600858,大型综合超市
600858,购物中心
600860,钢制无缝气瓶
600860,缠绕瓶
600860,低温瓶
600860,低温储运装备
600861,销售商品
600861,租赁
600861,酒店
600861,旅游服务
600861,修理费
600861,房地产销售
600861,物业管理费
600863,电力
600863,热力
600863,煤炭
600862,航空新材料
600862,房地产
600862,机床
600865,商品销售
600865,旅游服务
600864,电力
600864,热力
600864,建材
600864,房地产
600864,建筑
600866,核苷酸添加剂
600866,氨基酸饲料添加剂
600866,核苷及核苷酸原料药及中间体
600866,氨基酸原料药及中间体
600867,医药行业
600867,建材行业
600867,房地产行业
600868,电力
600868,水泥熟料
600868,矿石
600868,教育
600869,电线电缆
600869,智慧能源系统
600871,地球物理
600871,钻井
600871,测录井
600871,井下特种作业
600871,工程建设
600872,房地产及服务
600872,调味品
600872,皮带轮及汽车
600872,摩托车配件
600874,污水处理及污水处理厂建设业务
600874,再生水业务
600874,道路收费业务
600874,自来水供水业务
600874,供冷供热业务
600874,科研成果转化
600873,食品味觉性状优化产品
600873,动物营养氨基酸类产品
600873,人类医用氨基酸类
600875,发电设备制造
600876,信息显示玻璃
600876,新能源玻璃
600877,运输装备整车
600877,运输装备零配件
600877,金属材料
600877,建材
600877,光电产品
600879,航天产品
600879,电线
600879,电缆
600880,印刷
600880,广告
600880,发行及投递业务
600880,学校业务
600880,租赁及物业管理业务
600880,网游业务
600880,小贷业务
600881,建材
600881,房地产
600881,煤炭
600881,药品
600881,商贸
600882,乳制品加工
600882,乳制品贸易
600883,水泥
600885,继电器
600885,低压电器
600885,高低压成套设备
600885,精密零件
600885,传感器
600885,电容器
600885,自动化设备
600884,锂电池材料
600884,新能源汽车
600884,能源管理
600884,服装
600884,投资及类金融
600886,电力
600888,电子新材料
600888,合金产品
600888,铝制品
600887,液体乳
600887,乳饮料
600887,奶粉
600887,冷冻饮品
600887,酸奶
600887,健康饮品
600887,奶酪
600890,房地产
600889,粘胶纤维
600889,自来水
600891,黄金首饰批发
600891,黄金首饰加工
600891,商品零售
600891,食品加工出售
600891,租赁业务
600892,影视行业
600892,游戏行业
600892,基金管理
600894,电梯
600894,电梯零部件
600894,安装及维保
600894,物流仓储配送
600894,包装
600894,LED
600894,智能制造设备
600896,融资租赁
600896,高端医疗项目的运营管理
600895,房地产
600895,服务业
600897,航空业务
600897,租赁及特许权
600897,货站及货服业务
600897,地勤业务
600898,家电零售
600898,移动通讯
600900,电力行业
600901,融资租赁
600903,天然气销售
600903,天然气入户安装
600903,供热业务
600908,公司业务
600908,个人业务
600908,资金业务
600917,天然气销售
600917,天然气安装
600909,证券经纪
600909,期货经纪
600909,证券自营
600909,投资银行
600909,资产管理
600909,信用交易
600919,发放贷款及垫款
600919,债务工具投资
600919,存放同业及其他金融机构款项
600919,存放中央银行款项
600919,长期应收款
600919,买入返售金融资产
600919,拆出资金
600926,公司金融业务
600926,零售金融业务
600926,小微金融业务
600926,金融市场业务
600926,资产管理业务
600926,渠道与服务建设
600928,公司金融业务
600928,个人金融业务
600928,资金业务
600929,制盐
600929,食用盐
600929,工业盐
600929,芒硝
600936,有线电视基本收视维护业务
600936,宽带接入
600936,增值业务
600936,工程建设
600933,汽车雨刮系统
600933,汽车传动系统
600933,汽车转向系统
600933,汽车发动机系统
600933,汽车制动系统
600939,房屋建设业务
600939,基建工程业务
600959,有线电视服务
600958,证券经纪
600958,证券研究
600958,投资银行
600958,资产管理
600958,证券自营
600958,证券金融
600958,期货经纪
600960,汽车零部件
600961,锌及锌合金
600961,铅及铅合金
600961,稀贵产品
600961,硫酸
600962,饮料制造
600962,饲料制造
600963,文化用纸
600963,工业用纸
600963,包装纸
600966,卡纸
600966,文化纸
600966,石膏护面纸
600966,箱板纸
600965,排酸牛肉
600965,中式酱卤制品
600965,西式低温肉制品
600965,调理肉制品
600965,菜肴类肉制品
600965,速冻食品
600965,餐饮服务
600965,经营性墓地销售
600970,工程建设
600970,装备制造
600970,环保
600970,生产运营管理
600969,供电
600969,供气
600969,自来水销售
600971,煤炭
600971,电力
600973,裸导体及其制品
600973,电力电缆
600973,电气装备用电缆
600973,通信电缆及光缆
600976,医药
600975,畜牧业
600975,饲料加工
600975,批发与零售
600977,影视制片制作业务
600977,电影发行营销业务
600977,电影放映业务
600977,影视服务业务
600978,家居产品
600979,电力
600979,自来水
600979,天然气
600979,安装业务
600980,矿山装备
600980,磁性材料
600982,电力
600982,蒸汽
600982,天然橡胶
600981,纺织服装
600981,浆纸板材
600981,食品生鲜
600983,家电制造
600984,筑路设备及配件
600984,钢结构产品施工
600984,建筑施工产品租赁
600985,煤炭采选业
600985,煤化工行业
600986,公路桥梁施工及附属设施
600986,商品房销售
600986,商品销售
600986,互联网服务
600986,汽车销售
600987,纺织业
600987,电力生产业
600987,批发业
600987,交通运输业
600987,水利管理业
600988,有色金属
600988,稀贵金属
600988,合金
600989,烯烃产品
600989,焦化产品
600989,精细化工产品
600992,金属制品
600993,肛肠治痔类
600993,皮肤类
600993,镇咳类
600990,雷达及雷达配套
600990,公共安全产品
600990,电源产品
600990,能源系统
600990,机动保障装备
600990,粮食仓储信息化改造
600995,电力行业
600995,设计行业
600995,服务产品
600997,煤炭开采
600997,原煤洗选加工
600997,炼焦及煤化工产品
600996,有线电视服务
600999,经纪及财富管理业务
600999,投资银行业务
600999,投资管理业务
600999,投资及交易业
600998,西药
600998,中成药
600998,中药材
600998,中药饮片
600998,医疗器械
600998,计生用品
600998,食品
600998,保健品
600998,化妆品
601000,装卸堆存
601000,港务管理
601000,商品销售
601000,船舶运输
601000,物流
601001,煤炭
601001,化工
601001,建材
601002,紧固件
601002,精线
601002,自动仓储设备制造
601002,运输服务
601002,五金工具
601002,商品贸易
601005,热卷
601005,板材
601005,棒材
601005,线材
601003,冶金行业
601006,铁路运输
601007,酒店服务
601007,商品贸易
601007,房屋租赁
601007,物业管理
601008,港口业
601009,"商业银行业务,存款业务"
601009,贷款业务
601009,中间业务
601010,百货业态
601010,超市业态
601010,电器业态
601011,煤焦产品
601011,化工产品
601011,热电产品
601012,新能源
601015,焦化产品
601015,化工产品
601018,集装箱装卸
601018,铁矿石装卸
601018,原油装卸
601018,其他货物装卸
601018,综合物流
601016,电力
601020,锌精矿
601020,铅锑精矿
601020,铜精矿
601019,教材教辅
601019,一般图书
601019,音像制品
601019,文化用品
601019,物资
601019,印刷产品
601019,外贸
601028,直缝高频焊接钢管
601028,螺旋埋弧焊接钢管
601028,方矩形管
601028,直缝埋弧焊接钢管
601028,管道天然气
601021,航空运输业
601038,农业机械
601038,动力机械
601058,轮胎产品
601058,循环利用
601058,轮胎贸易
601068,工程设计咨询
601068,工程及施工承包
601068,装备制造
601068,贸易
601066,投资银行业务
601066,财富管理业务
601066,交易及机构客户服务
601066,投资管理业务
601077,公司银行业务
601077,个人银行业务
601077,金融市场业务
601069,铁矿石
601069,标准金
601069,铁精粉
601069,铬矿石
601069,硫酸
601069,精金矿
601086,百货
601086,超市
601086,电器
601086,房地产租赁
601088,煤炭
601088,发电
601088,铁路
601088,港口
601088,航运
601088,煤化工
601098,出版业务
601098,发行业务
601098,印刷
601098,媒体
601098,数字教育
601098,金融服务
601099,证券经纪
601099,投资银行
601099,证券投资
601099,资产管理
601100,高压油缸及配件
601101,煤炭
601101,煤制甲醇
601101,铁路运输
601106,工程总包
601106,新材料
601106,冶金成套设备
601106,核能设备
601106,重型压力容器
601106,大型铸锻件
601106,锻压设备
601106,矿山设备
601106,金属资源服务
601107,车辆通行费
601107,工程施工
601107,公路沿线广告区位租赁
601107,房屋租赁
601107,融资租赁
601107,服务区经营
601107,能源销售
601107,BT工程项目
601107,房地产
601111,航空客运
601111,航空货运及邮运
601108,证券经纪业务
601108,投资银行业务
601108,资产管理业务
601108,自营证券业务
601108,证券信用业务
601108,期货业务
601108,境外证券业务
601108,基金业务
601116,零售
601113,锦纶丝
601113,建造合同
601117,工程施工(承包)
601117,勘察
601117,设计及服务
601117,实业
601118,橡胶产品
601118,橡胶木材
601127,汽车
601127,汽车动力总成
601127,汽车零部件及其他
601126,智能发电
601126,智能输配电
601126,智能交通
601126,工业行业过程控制与节能减排
601126,可再生能源利用
601126,工业软件开发
601126,系统集成与服务
601128,零售银行业务
601128,公司银行业务
601128,金融市场业务
601138,3C电子产品
601137,合金材料
601137,光伏组件
601139,管道燃气
601139,天然气批发
601139,石油气批发
601139,瓶装石油气
601155,商品住宅
601155,地产开发
601155,物业出租
601158,自来水销售
601158,污水处理
601158,工程施工及安装
601162,证券经纪
601162,证券投资咨询
601162,与证券交易
601162,证券投资活动有关的财务顾问
601162,证券投资基金代销
601162,证券承销与保荐
601162,证券自营
601162,证券资产管理
601162,融资融券
601162,代销金融产品
601162,为期货公司提供中间介绍业务
601163,轮胎产品
601166,企业金融业务
601166,零售银行业务
601166,金融市场业务
601169,公司银行业务
601169,零售银行业务
601169,金融市场业务
601169,直销银行业务
601168,铅精矿
601168,锌精矿
601168,铜精矿
601168,铁精粉
601168,锌锭
601168,电铅
601168,电解铜
601177,通用设备
601179,输配电设备
601179,控制设备
601179,电力系统
601188,通行费
601188,出租营运
601188,制造行业
601188,房地产开发
601186,工程承包业务
601186,勘察设计咨询业务
601186,工业制造业务
601186,房地产开发业务
601186,物流与物资贸易
601198,证券经纪
601198,自营业务
601198,投资银行业务
601198,资产管理业务
601198,期货业务
601198,另类投资业务
601198,信用业务
601199,自来水业务
601199,工程安装业务
601199,污水处理业务
601199,公共设施维护
601200,固体废弃物处理
601200,污水处理
601200,承包及设计规划
601208,新型绝缘材料
601208,光学膜材料
601208,环保阻燃材料
601211,机构金融
601211,个人金融
601211,投资管理及国际业务
601212,有色及稀贵金属
601216,聚氯乙烯
601216,硅铁
601216,电
601216,片碱
601216,电石
601216,水泥熟料
601216,煤
601216,液碱
601218,风力发电机的轮毂
601218,底座
601218,轴
601222,智能电能表及系统类产品
601222,LED系列产品
601222,光伏电站EPC
601222,光伏发电
601225,煤炭采掘业
601225,铁路运输业
601226,物料输送系统工程
601226,热能工程
601226,高端钢结构工程
601226,海洋与环境工程
601229,公司贷款
601229,票据贴现
601229,公司存款
601229,中间业务产品与服务
601229,个人贷款
601229,银行卡业务
601229,个人存款
601229,中间业务产品与服务
601229,货币市场业务
601229,业业务
601229,投资及交易业务
601229,黄金交易
601229,同业黄金拆借和黄金租赁
601229,代客资金交易
601229,跨境业务
601231,工业类产品
601231,电脑类产品
601231,存储类产品
601231,消费电子类产品
601231,汽车电子类
601231,通讯类产品
601233,涤纶长丝
601236,证券经纪业务
601236,证券投资业务
601236,信用交易业务
601238,乘用车
601238,汽车相关贸易
601238,金融及其他
601258,汽车
601258,售后服务
601288,公司金融业务
601288,个人金融业务
601288,资金业务
601311,铅酸电池
601311,再生铅
601311,锂电池
601318,寿险及健康险业务
601318,财产保险业务
601318,保险资金投资组合
601318,银行业务
601318,资产管理业务
601319,综合金融产品和服务
601328,公司金融业务
601328,个人金融业务
601328,资金业务
601333,运输
601330,环保服务
601330,电力生产
601336,寿险业务
601336,资产管理业务
601339,色纺纱
601360,互联网广告及服务
601360,互联网增值服务
601360,智能硬件业务
601368,供水
601368,污水处理
601368,工程施工
601366,综合商场
601366,购物中心
601366,综合超市
601366,便利店
601366,生鲜社区店
601369,能量转换设备制造
601369,工业服务
601369,能源基础设施运营
601375,证券经纪业务
601375,投资银行业务
601375,证券投资业务
601375,融资融券业务
601375,资产管理业务
601375,期货经纪业务
601375,直接投资业务
601375,基金业务
601377,证券及期货经纪业务
601377,证券自营业务
601377,投资银行业务
601377,资产管理业务
601377,海外业务
601388,铝锭
601388,废料
601388,边角料
601390,基础设施建设
601390,勘察设计与咨询服务
601390,工程设备和零部件制造
601390,房地产开发
601398,银行业
601500,轮胎
601515,烟标
601515,纸品
601515,基膜
601518,高速公路车辆通行费收取
601519,信息咨询服务业
601519,“视吧”直播平台
601558,1.5MW风电机组
601558,2MW风电机组
601558,EPC总承包
601558,运维及技改服务
601558,电力销售
601555,经纪及财富管理业务
601555,投资银行业务
601555,投资与交易业务
601555,资管及基金管理业务
601555,信用交易业务
601566,服装服饰
601567,智能配用电
601567,医疗服务
601567,融资租赁及咨询服务
601577,公司金融业务
601577,零售金融业务
601577,资金业务
601579,酒类
601595,电影放映
601595,电影发行
601595,卖品
601595,广告
601588,出售开发产品
601588,投资物业和酒店
601598,货运代理
601598,专业物流
601598,仓储与码头服务
601598,物流设备租赁
601599,纺织业务
601599,酒店业务
601599,影视业务
601601,保险
601601,资产管理
601600,铝行业
601606,军品业务
601606,民品业务
601607,生物医药
601611,建筑安装
601608,重型装备
601608,机器人及智能装备
601608,工程成套
601608,节能环保装备
601608,其他基础工业
601616,输配电及控制设备
601615,大型风力发电机组
601615,风力发电的整体解决方案
601618,工程承包
601618,房地产开发
601618,装备制造
601618,资源开发
601628,个人人寿保险
601628,团体人寿保险
601628,意外险
601628,健康险
601619,电力
601633,皮卡车
601633,SUV及轿车
601633,汽车配件
601666,煤炭采选
601636,玻璃原片
601636,玻璃加工
601636,装卸劳务
601636,贸易
601668,房屋建筑工程
601668,基础设施建设与投资
601668,房地产开发与投资
601668,勘察设计
601669,工程承包与勘测设计
601669,电力投资与运营
601669,房地产开发
601669,设备制造与租赁
601677,铝板带
601677,铝箔
601678,烧碱
601678,环氧丙烷
601678,三氯乙烯
601689,汽车零部件
601688,财富管理业务
601688,机构服务业务
601688,投资管理业务
601688,国际业务
601698,卫星空间段运营
601699,煤炭
601699,焦炭
601717,煤矿综采设备
601717,汽车零部件
601718,职业装
601718,职业鞋靴
601718,皮革皮鞋
601718,纺织印染
601718,防护装具
601718,品牌服装
601727,锅炉
601727,汽轮机
601727,汽轮发电机
601727,风机
601727,电梯
601766,铁路装备业务
601766,城轨与城市基础设施业务
601766,新产业业务
601766,现代服务业务
601766,国际业务
601777,力帆牌汽车
601777,汽车发动机
601777,摩托车
601777,摩托车发动机
601789,房屋建设
601789,市政与公用设施
601789,建筑装饰
601789,安装
601789,勘察设计
601789,桩基
601789,建筑材料销售
601798,石油石化专用设备
601788,经纪和财富管理
601788,信用业务
601788,机构证券业务
601788,投资管理
601788,海外业务
601799,汽车零部件
601800,基建建设
601800,基建设计
601800,疏浚业务
601800,装备制造
601801,教材图书
601801,一般图书及音像制品
601801,文体用品及其他
601801,教育装备及多媒体业务
601801,广告及游戏业务
601801,供应链及物流服务业务
601801,出版策划及服务
601801,商品贸易
601808,钻井服务
601808,油田技术服务
601808,船舶服务
601808,物探和工程勘察服务
601811,出版
601811,发行
601818,公司银行业务
601818,零售银行业务
601818,资金及同业业务
601818,资产管理业务
601818,电子银行业务
601838,资产业务
601838,负债业务
601838,新兴业务
601838,特色金融业务
601828,家居商业服务
601828,商品销售及家装服务
601860,公司业务
601860,个人业务
601860,资金业务
601865,玻璃
601866,航运及相关产业租赁
601866,集装箱制造
601866,投资及相关服务
601869,光纤预制棒
601869,光纤
601869,光缆
601869,特种光纤和产品业务
601869,ODN与数据中心布线业务
601869,咨询服务与解决方案
601872,国际原油运输
601872,国际干散货运输业务
601877,配电电器
601877,终端电器
601877,控制电器
601877,电源电器
601877,电子电器
601877,仪器仪表
601877,建筑电器
601877,控制系统
601877,太阳能电池组件
601877,电站运营
601877,光伏电站工程承包
601878,证券经纪业务
601878,投资银行业务
601878,证券自营业务
601878,信用业务
601878,资产管理业务
601878,期货业务
601878,私募基金管理
601878,投资业务
601878,证券研究业务
601881,证券经纪业务
601881,期货经纪
601881,投资银行业务
601881,资产管理业务
601881,海外业务
601881,自营及其他证券交易业务
601880,油品
601880,集装箱
601880,杂货
601880,矿石
601880,散粮
601880,客运
601880,增值
601880,汽车
601882,高端数控机床
601886,建筑装饰服务
601886,医疗健康服务
601888,旅游服务业
601888,商品销售业
601890,船用锚链
601890,海洋平台系泊链
601898,动力煤
601898,炼焦煤
601898,聚烯烃
601898,尿素
601898,甲醇
601900,出版
601900,发行
601900,物资
601900,报媒
601900,印刷
601899,矿山产金
601899,冶炼加工金
601899,矿山产银
601899,矿山产铜
601899,冶炼产铜
601899,矿山产锌
601899,冶炼产锌
601899,铁精矿
601901,经纪及信用交易
601901,自营投资
601901,资产管理
601901,投资银行
601901,总部及其他
601916,个人贷款及垫款业务
601916,个人存款业务
601916,银行卡业务
601916,中间业务产品和服务
601916,特色产品与服务
601916,市场营销
601916,资金业务
601916,外汇
601916,贵金属及衍生金融工具交易业务
601916,资产管理业务
601916,小微企业业务
601908,高端装备业务
601908,新材料业务
601908,新能源发电业务
601908,节能环保业务
601918,动力煤
601918,电力
601928,出版业务
601928,发行业务
601928,印务业务
601928,游戏
601928,影视
601928,软件
601928,数据服务
601919,集装箱航运及相关业务
601919,集装箱码头及相关业务
601933,零售业
601929,广播电视基本业务
601929,社会信息化服务业务
601949,出版业务
601949,发行业务
601949,物资供销业务
601949,印刷业务
601939,公司银行业务
601939,个人银行业务
601952,粮食农产品
601958,钼炉料
601958,钼化工
601958,钼金属
601958,硫酸
601958,高硫精矿粉
601958,铜产品
601958,银产品
601958,铅锌
601958,铁精矿
601958,铝锭
601965,汽车技术业务
601965,汽车产品测试评价
601965,汽车技术研发与咨询服务
601966,轮胎
601968,金属饮料罐
601968,包装彩印铁
601969,铁矿石
601975,运输业
601975,贸易业务
601975,船员租赁
601985,电力行业
601988,银行金融
601990,证券经纪业务
601990,证券自营业务
601990,投资银行业务
601990,资产管理业务
601990,信用交易业务
601990,期货经纪业务
601989,军工军贸
601989,船舶制造及修理改装
601989,舰船装备
601989,海洋经济
601989,能源交通装备
601991,电力
601991,热力
601991,煤炭
601991,化工产品
601992,水泥
601992,新型建筑材料
601992,房地产开发
601992,物业投资及管理
601996,人造板
601996,林业业务
601998,综合金融解决方案
601998,金融产品及服务
601997,公司业务
601997,零售业务
601997,理财业务
601997,同业业务
601997,互联网金融业务
601997,渠道建设
601999,出版业务
601999,发行业务
601999,印刷业务
601999,印刷物资销售业务
603001,制鞋
603000,广告及宣传服务
603000,移动增值业务
603000,信息服务
603002,环氧树脂
603003,燃料油
603003,金属产品
603003,化工产品
603006,汽车零部件及配件制造
603006,物流服务
603005,晶圆级封装产品
603005,非晶圆级封装产品
603007,建筑业
603009,汽车零部件
603008,床垫
603008,软床及配套产品
603008,酒店家具
603008,影视产品
603008,沙发
603011,液压机
603011,机压机
603011,色选机
603010,阻燃剂
603010,聚合物多元醇
603010,特种脂肪胺
603012,煤机
603012,贸易业务
603012,租赁业务
603012,新能源
603013,汽车塑料燃油箱
603013,塑料加油管
603016,电机及电操
603016,模塑绝缘制品
603016,低压断路器
603015,工业控制类
603015,驱动系统类
603015,机器人
603015,机器人
603017,设计咨询
603017,工程总承包
603017,工程监理及项目管理
603018,勘察设计
603018,规划研究
603018,试验检测
603018,工程管理
603018,工程承包
603019,高端计算机
603019,存储产品
603019,软件开发
603019,系统集成
603019,技术服务
603020,香精
603020,香料
603020,食品配料
603022,包装行业
603021,日用玻璃
603023,CAN总线产品
603023,仪表
603023,传感器
603023,控制器
603025,缝制设备电控系统
603025,针织设备电控系统
603027,食品制造业
603026,碳酸二甲酯系列产品
603026,MTBE
603026,混合芳烃
603026,液化气
603026,燃料油
603026,环氧丙烷
603028,金属丝绳及其他制品
603028,纺织
603029,棉机设备
603029,网络安全设备
603029,农机设备
603030,公装施工
603030,家装施工
603030,设计业务
603030,家具业务
603031,百货业务
603031,超市业务
603031,家电业务
603032,旅客运输
603032,售票劳务
603033,输送带
603033,V带
603035,乘用车内饰件业务
603037,减震元件
603037,踏板总成
603037,胶轮
603036,石油钻采装备
603038,封边装饰材料
603038,异型装饰材料
603038,装饰板材
603038,其他装饰材料
603039,软件产品
603039,技术服务
603039,第三方产品
603040,气门组精密冷锻件
603040,气门传动组精密冷锻件
603040,其他精密冷锻件
603041,聚氨酯泡沫稳定剂
603041,油化品
603042,光通信网络设备制造
603042,无线通信网络设备制造
603043,食品
603043,餐饮服务
603050,智能电网配电
603050,变电
603050,用电
603050,高低压开关及成套设备
603050,分布式光伏发电设备
603045,触头材料
603045,复层触头和触头元件
603056,快运业务
603056,快递业务
603058,印刷包装
603055,锦纶长丝
603055,锦纶坯布
603055,锦纶成品面料
603059,口腔清洁护理用品
603059,一次性卫生用品
603060,质检技术服务
603063,风电变流器
603063,风电变流器
603063,模块及配件业务
603066,自动化系统集成
603066,高精密货架
603067,铬盐系列产品
603068,无线数传
603068,无线音频
603069,汽车客运
603069,客运站经营
603069,维修及销售
603076,啤酒酿造设备
603076,无菌灌装设备
603076,其他生物过程设备
603078,超净高纯试剂
603078,光刻胶配套试剂
603079,维生素
603079,生物保鲜剂
603077,联碱产品
603077,双甘膦
603077,草甘膦
603077,二乙腈
603077,智能玻璃
603077,农药产品
603077,卤水
603077,液氨
603077,硫酸铵
603080,城市燃气销售
603080,安装服务
603080,成品油业务
603081,文化体育装备
603081,数字艺术科技
603081,轨道交通装备
603083,电信宽带终端
603083,无线网络设备
603083,工业物联网基础硬件
603083,高速光组件与光模块
603085,乘用车座椅
603085,航空座椅
603085,工程机械座椅
603085,商用车座椅
603086,除草剂
603086,杀菌剂
603086,中间体
603088,换热器装备
603088,精密压力机
603088,微通道装备
603090,铝制板翅式换热器
603093,商品期货经纪
603093,金融期货经纪
603093,期货投资咨询
603093,资产管理
603096,自有版权图书策划与发行
603096,非自有版权图书独家发行
603096,图书分销
603096,影视剧投资
603089,汽车零部件
603099,游客运营
603099,旅行社
603099,酒店
603099,企业管理
603100,工业自动化仪表及装置
603100,进出口业务
603100,复合材料
603100,电子器件
603098,建筑金属围护系统
603098,声屏障系统
603101,百货
603101,超市
603103,电影放映业务
603103,卖品业务
603103,广告业务
603103,院线发行业务
603106,现金类自助设备
603106,非现金类自助设备
603106,移动支付产品
603106,设备配件
603106,服务及软件
603105,光伏产品
603105,太阳能光伏发电项目及相关服务
603105,发电
603110,包装油墨
603110,聚氨酯胶粘剂
603110,电子油墨
603108,试剂及其他耗材
603108,仪器
603113,焦炭
603113,炭黑
603113,对甲基苯酚
603113,山梨酸及山梨酸钾
603113,白炭黑
603113,甲醇
603113,纯苯
603111,轨道交通装备制造
603115,阴极箔
603115,阳极箔
603115,腐蚀箔
603115,化成箔
603115,低压电极箔
603115,中高压电极箔
603115,超高压电极箔
603116,鞋服
603117,现代服务业
603121,放气阀组件
603121,涡轮壳
603121,中间壳
603121,其他零部件
603123,百货业务
603123,租赁业务
603123,超市业务
603118,通信终端
603118,移动通信
603118,康复医疗
603126,设计
603126,EP
603126,设备
603126,EPC
603126,电费
603126,板材
603127,药物临床前研究服务
603127,药物警戒服务
603127,实验动物及附属产品
603129,全地形车
603129,摩托车
603129,游艇
603128,综合跨境物流
603128,供应链贸易业务
